DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,FINCH AVE W / MUIRKIRK RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4410374729, 43.7741057902)}"," (-79.4410374729, 43.7741057902)"
2008-12-12 4:22:46 AM,BATHURST ST / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4426086651, 43.7723153397)}"," (-79.4426086651, 43.7723153397)"
2008-12-12 4:22:46 AM,YORKVIEW DR / WALLBRIDGE CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.439474809, 43.77270531)}"," (-79.439474809, 43.77270531)"
2008-12-12 4:22:46 AM,BATHURST ST / KINGSBRIDGE CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.442532503, 43.77199576)}"," (-79.442532503, 43.77199576)"
2008-12-12 4:22:46 AM,BATHURST ST / STAFFORD RD / MASCOT PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4421396532, 43.7703753692)}"," (-79.4421396532, 43.7703753692)"
2008-12-12 4:22:46 AM,STAFFORD RD / CLOEBURY CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4402033756, 43.7708064468)}"," (-79.4402033756, 43.7708064468)"
2008-12-12 4:22:46 AM,STAFFORD RD / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4383185455, 43.7702698844)}"," (-79.4383185455, 43.7702698844)"
2008-12-12 4:22:46 AM,YORKVIEW DR / FLEETWELL CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4384218651, 43.7721106704)}"," (-79.4384218651, 43.7721106704)"
2008-12-12 4:22:46 AM,WYNN RD / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4361261277, 43.7717628745)}"," (-79.4361261277, 43.7717628745)"
2008-12-12 4:22:46 AM,HORSHAM AVE / HAZELGLEN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4317115903, 43.7708152174)}"," (-79.4317115903, 43.7708152174)"
2008-12-21 1:06:55 AM,ELGIN RD / HOUNSLOW AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4309173169, 43.7719263485)}"," (-79.4309173169, 43.7719263485)"
2008-12-12 4:22:46 AM,ELGIN RD / HOUNSLOW AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4309173169, 43.7719263485)}"," (-79.4309173169, 43.7719263485)"
2008-12-12 4:22:46 AM,BEVDALE RD / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4342658428, 43.7722298895)}"," (-79.4342658428, 43.7722298895)"
2008-12-12 4:22:46 AM,BEVDALE RD / LURGAN DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.434558525, 43.7733327185)}"," (-79.434558525, 43.7733327185)"
2008-12-12 4:22:46 AM,ELGIN RD / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4313102789, 43.7728671984)}"," (-79.4313102789, 43.7728671984)"
2008-12-12 4:22:46 AM,SENLAC RD / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4289075161, 43.7734102817)}"," (-79.4289075161, 43.7734102817)"
2008-12-12 4:22:46 AM,SENLAC RD / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4285088174, 43.7724649375)}"," (-79.4285088174, 43.7724649375)"
2008-12-12 4:22:46 AM,SENLAC RD / HORSHAM AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4281480459, 43.7716096092)}"," (-79.4281480459, 43.7716096092)"
2008-12-12 4:22:46 AM,SENLAC RD / CHURCHILL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4275945083, 43.7703085818)}"," (-79.4275945083, 43.7703085818)"
2008-12-12 4:22:46 AM,CLAYWOOD RD / CHURCHILL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4251818411, 43.7708606089)}"," (-79.4251818411, 43.7708606089)"
2008-12-12 4:22:46 AM,ABBOTSFORD RD / CHURCHILL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4227812075, 43.7713900993)}"," (-79.4227812075, 43.7713900993)"
2008-12-12 4:22:46 AM,TAMWORTH RD / ELLERSLIE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4196242516, 43.7701862936)}"," (-79.4196242516, 43.7701862936)"
2008-12-12 4:22:46 AM,TAMWORTH RD / CHURCHILL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4203560302, 43.7719240137)}"," (-79.4203560302, 43.7719240137)"
2008-12-12 4:22:46 AM,BASSWOOD RD / HORSHAM AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4185035174, 43.7737634555)}"," (-79.4185035174, 43.7737634555)"
2008-12-12 4:22:46 AM,TAMWORTH RD / HOUNSLOW AVE / EDITHVALE PARK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4212921731, 43.7741028726)}"," (-79.4212921731, 43.7741028726)"
2008-12-12 4:22:46 AM,TAMWORTH RD / HORSHAM AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4209109726, 43.7732295143)}"," (-79.4209109726, 43.7732295143)"
2008-12-12 4:22:46 AM,ABBOTSFORD RD / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4237049824, 43.7735599381)}"," (-79.4237049824, 43.7735599381)"
2008-12-12 4:22:46 AM,ABBOTSFORD RD / HORSHAM AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4233346307, 43.7726776119)}"," (-79.4233346307, 43.7726776119)"
2008-12-12 4:22:46 AM,CLAYWOOD RD / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4261026196, 43.77302598)}"," (-79.4261026196, 43.77302598)"
2008-12-12 4:22:46 AM,SANTA BARBARA RD / CLAYWOOD RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4263313299, 43.7739172432)}"," (-79.4263313299, 43.7739172432)"
2008-12-12 4:22:46 AM,SANTA BARBARA RD / ABBOTSFORD RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4240629876, 43.7744107777)}"," (-79.4240629876, 43.7744107777)"
2008-12-12 4:22:46 AM,FINCH AVE W / ALTAMONT RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.42539987, 43.7775890774)}"," (-79.42539987, 43.7775890774)"
2008-12-12 4:22:46 AM,FINCH AVE W / LORRAINE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4242796116, 43.777831354)}"," (-79.4242796116, 43.777831354)"
2008-12-12 4:22:46 AM,TALBOT RD / LORRAINE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4223652762, 43.77666892)}"," (-79.4223652762, 43.77666892)"
2008-12-12 4:22:46 AM,MADELINE RD / LORRAINE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4210314188, 43.7769650446)}"," (-79.4210314188, 43.7769650446)"
2008-12-12 4:22:46 AM,FINCH AVE W / HALCYON LANE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4220691866, 43.7783211875)}"," (-79.4220691866, 43.7783211875)"
2008-12-12 4:22:46 AM,FINCH AVE W / MADELINE RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4216164781, 43.7784191166)}"," (-79.4216164781, 43.7784191166)"
2008-12-12 4:22:46 AM,FINCH AVE W / ENGLISH GARDEN WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4215342129, 43.7784383496)}"," (-79.4215342129, 43.7784383496)"
2008-12-12 4:22:46 AM,SANTA BARBARA RD / BASSWOOD RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4192488658, 43.7754966727)}"," (-79.4192488658, 43.7754966727)"
2008-12-12 4:22:46 AM,TAMWORTH RD / HOLCOLM RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4220135112, 43.7758135702)}"," (-79.4220135112, 43.7758135702)"
2008-12-12 4:22:46 AM,SANTA BARBARA RD / TAMWORTH RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4216555634, 43.7749537233)}"," (-79.4216555634, 43.7749537233)"
2008-12-12 4:22:46 AM,BASSWOOD RD / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4188796801, 43.7746368181)}"," (-79.4188796801, 43.7746368181)"
2008-12-12 4:22:46 AM,YONGE ST / HORSHAM AVE / NORTHTOWN WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4143844536, 43.7751570559)}"," (-79.4143844536, 43.7751570559)"
2008-12-12 4:22:46 AM,HORSHAM AVE / HOUNSLOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4155797162, 43.7748909615)}"," (-79.4155797162, 43.7748909615)"
2008-12-12 4:22:46 AM,SEA GRASSWAY / DUNE GRASSWAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.517267708, 43.7507444025)}"," (-79.517267708, 43.7507444025)"
2008-12-12 4:22:46 AM,BLUE GRASSWAY / MARSH GRASSWAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5183786073, 43.7513622608)}"," (-79.5183786073, 43.7513622608)"
2008-12-12 4:22:46 AM,PICARO DR / FIRGROVE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5202088701, 43.7524811251)}"," (-79.5202088701, 43.7524811251)"
2008-12-12 4:22:46 AM,PETIOLE RD / FIRGROVE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5213209366, 43.7522234708)}"," (-79.5213209366, 43.7522234708)"
2008-12-12 4:22:46 AM,FIRGROVE CRES / BLOSSOM CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5229267164, 43.7513885866)}"," (-79.5229267164, 43.7513885866)"
2008-12-12 4:22:46 AM,ARROW RD / PEMICAN CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5323984334, 43.7491803154)}"," (-79.5323984334, 43.7491803154)"
2008-12-12 4:22:46 AM,ARROW RD / DEERHIDE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5327923543, 43.7494878732)}"," (-79.5327923543, 43.7494878732)"
2008-12-12 4:22:46 AM,ARROW RD / DEERHIDE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5307749467, 43.7479222784)}"," (-79.5307749467, 43.7479222784)"
2008-12-12 4:22:46 AM,OAKDALE RD / JODY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.52599499, 43.7448785633)}"," (-79.52599499, 43.7448785633)"
2008-12-12 4:22:46 AM,LIDO RD / ARROW RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5308514619, 43.7418130543)}"," (-79.5308514619, 43.7418130543)"
2008-12-12 4:22:46 AM,WESTON RD / IMOGENE AVE / ST. LUCIE PARK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5403379492, 43.7427256317)}"," (-79.5403379492, 43.7427256317)"
2008-12-12 4:22:46 AM,DAMASK AVE / HABITANT DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5373774458, 43.7423961045)}"," (-79.5373774458, 43.7423961045)"
2008-12-12 4:22:46 AM,HABITANT DR / CALM CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5371539319, 43.7414168631)}"," (-79.5371539319, 43.7414168631)"
2008-12-12 4:22:46 AM,WESTON RD / DAMASK AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5401325441, 43.7417939071)}"," (-79.5401325441, 43.7417939071)"
2008-12-12 4:22:46 AM,ST LUCIE DR / CORONADO CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5409265711, 43.7400994793)}"," (-79.5409265711, 43.7400994793)"
2008-12-12 4:22:46 AM,WESTON RD / CORONADO CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5397560286, 43.7402460903)}"," (-79.5397560286, 43.7402460903)"
2008-12-12 4:22:46 AM,DR. EMILY STOWE WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3876650137, 43.6610048644)}"," (-79.3876650137, 43.6610048644)"
2008-12-12 4:22:46 AM,BREMNER BLVD / GRAND TRUNK CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3827918219, 43.642636193)}"," (-79.3827918219, 43.642636193)"
2008-12-12 4:22:46 AM,MORNINGSIDE AVE / TAMS RD / PAN AM DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1955459976, 43.7920445624)}"," (-79.1955459976, 43.7920445624)"
2008-12-12 4:22:46 AM,TAMS RD / BONSPIEL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1973642512, 43.7916331791)}"," (-79.1973642512, 43.7916331791)"
2008-12-12 4:22:46 AM,TAMS RD / BONSPIEL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1962762403, 43.7918793633)}"," (-79.1962762403, 43.7918793633)"
2008-12-12 4:22:46 AM,SCARSDALE RD / PREAKNESS DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3543136948, 43.7463588623)}"," (-79.3543136948, 43.7463588623)"
2008-12-12 4:22:46 AM,BIJOU WALK,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4910672896, 43.6868661017)}"," (-79.4910672896, 43.6868661017)"
2008-12-21 1:06:55 AM,MCKEE AVE / DORIS AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4123261919, 43.7732263209)}"," (-79.4123261919, 43.7732263209)"
2008-12-12 4:22:46 AM,MCKEE AVE / DORIS AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4123261919, 43.7732263209)}"," (-79.4123261919, 43.7732263209)"
2008-12-12 4:22:46 AM,STAINES RD / QUIETBROOK CRES / MAC FROST WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2321388539, 43.8385176881)}"," (-79.2321388539, 43.8385176881)"
2008-12-12 4:22:46 AM,STAINES RD / STEPPINGSTONE TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2317812506, 43.837520567)}"," (-79.2317812506, 43.837520567)"
2008-12-12 4:22:46 AM,STAINES RD / QUIETBROOK CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2317210056, 43.8372477564)}"," (-79.2317210056, 43.8372477564)"
2008-12-12 4:22:46 AM,STAINES RD / SOLSTICE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2315273026, 43.8366460036)}"," (-79.2315273026, 43.8366460036)"
2008-12-12 4:22:46 AM,STAINES RD / STEPPINGSTONE TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.231094697, 43.8356830339)}"," (-79.231094697, 43.8356830339)"
2008-12-12 4:22:46 AM,SPALDING RD / GARRATT BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4692199776, 43.7329401713)}"," (-79.4692199776, 43.7329401713)"
2008-12-12 4:22:46 AM,SPALDING RD / MURRAY RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4725895595, 43.7321919465)}"," (-79.4725895595, 43.7321919465)"
2008-12-12 4:22:46 AM,CUFFLEY CRES N / KEELEGATE DR / CUFFLEY CRES S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4795010447, 43.7339895995)}"," (-79.4795010447, 43.7339895995)"
2008-12-12 4:22:46 AM,TILBURY DR / CUFFLEY CRES S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4803923961, 43.7327962918)}"," (-79.4803923961, 43.7327962918)"
2008-12-12 4:22:46 AM,BAYFORD AVE / TILBURY DR / LN S CUFFLEY W TILBURY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4800862893, 43.7319761007)}"," (-79.4800862893, 43.7319761007)"
2008-12-12 4:22:46 AM,CUFFLEY CRES N / KEELEGATE DR / CUFFLEY CRES S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4824245785, 43.733349676)}"," (-79.4824245785, 43.733349676)"
2008-12-12 4:22:46 AM,KEELE ST / KEELEGATE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4836031057, 43.73312239)}"," (-79.4836031057, 43.73312239)"
2008-12-12 4:22:46 AM,KEELE ST / CALVINGTON DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4837288307, 43.7335807056)}"," (-79.4837288307, 43.7335807056)"
2008-12-21 1:06:55 AM,KEELE ST / TAVISTOCK RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4839325297, 43.7343603039)}"," (-79.4839325297, 43.7343603039)"
2008-12-12 4:22:46 AM,KEELE ST / TAVISTOCK RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4839325297, 43.7343603039)}"," (-79.4839325297, 43.7343603039)"
2008-12-12 4:22:46 AM,TAVISTOCK RD / BLAYDON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4862811059, 43.7338253608)}"," (-79.4862811059, 43.7338253608)"
2008-12-12 4:22:46 AM,TAVISTOCK RD / RENSHAW ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.487341762, 43.7335873107)}"," (-79.487341762, 43.7335873107)"
2008-12-12 4:22:46 AM,LANGHOLM DR / RENSHAW ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4879002317, 43.7349330728)}"," (-79.4879002317, 43.7349330728)"
2008-12-12 4:22:46 AM,CAMBORNE AVE / LANGHOLM DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4890961202, 43.7348627856)}"," (-79.4890961202, 43.7348627856)"
2008-12-12 4:22:46 AM,LANGHOLM DR / BRIXHAM TER,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4902232955, 43.7347118289)}"," (-79.4902232955, 43.7347118289)"
2008-12-12 4:22:46 AM,DALRAITH RD / CAMBORNE AVE / LN E RODING S LANGHOLM,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4913667339, 43.7335645614)}"," (-79.4913667339, 43.7335645614)"
2008-12-12 4:22:46 AM,DALRAITH RD / TAVISTOCK RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4910182144, 43.7327668095)}"," (-79.4910182144, 43.7327668095)"
2008-12-12 4:22:46 AM,DALRAITH RD / CALVINGTON DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4906864988, 43.7319736934)}"," (-79.4906864988, 43.7319736934)"
2008-12-12 4:22:46 AM,CALVINGTON DR / COMPTON CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4893269207, 43.7321367669)}"," (-79.4893269207, 43.7321367669)"
2008-12-12 4:22:46 AM,CALVINGTON DR / SUNRAY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4882062033, 43.7323809952)}"," (-79.4882062033, 43.7323809952)"
2008-12-12 4:22:46 AM,KEEFER RD / SUNRAY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4865037682, 43.7318492841)}"," (-79.4865037682, 43.7318492841)"
2008-12-12 4:22:46 AM,CALVINGTON DR / RENSHAW ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4869486194, 43.7326759909)}"," (-79.4869486194, 43.7326759909)"
2008-12-12 4:22:46 AM,CALVINGTON DR / SUNRAY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4853334118, 43.733026447)}"," (-79.4853334118, 43.733026447)"
2008-12-12 4:22:46 AM,NASH DR / BUNNELL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4871187366, 43.7298843677)}"," (-79.4871187366, 43.7298843677)"
2008-12-12 4:22:46 AM,KEEFER RD / BUNNELL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4861516174, 43.7310271773)}"," (-79.4861516174, 43.7310271773)"
2008-12-12 4:22:46 AM,GADE DR / NASH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4895750416, 43.7293349036)}"," (-79.4895750416, 43.7293349036)"
2008-12-12 4:22:46 AM,NASH DR / DORKING CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4882266279, 43.7296333797)}"," (-79.4882266279, 43.7296333797)"
2008-12-12 4:22:46 AM,NASH DR / DORKING CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4908050583, 43.7290567179)}"," (-79.4908050583, 43.7290567179)"
2008-12-12 4:22:46 AM,NASH DR / RODING ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.49194564, 43.7287972263)}"," (-79.49194564, 43.7287972263)"
2008-12-12 4:22:46 AM,IANHALL RD / GADE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4903793349, 43.7282988777)}"," (-79.4903793349, 43.7282988777)"
2008-12-12 4:22:46 AM,IANHALL RD / VICTORY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.488056228, 43.7273010602)}"," (-79.488056228, 43.7273010602)"
2008-12-12 4:22:46 AM,AGATE RD / VICTORY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.486280431, 43.7277004439)}"," (-79.486280431, 43.7277004439)"
2008-12-12 4:22:46 AM,BUNNELL CRES / HALLSPORT CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4867914854, 43.7290783056)}"," (-79.4867914854, 43.7290783056)"
2008-12-12 4:22:46 AM,AGATE RD / HALLSPORT CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4865898374, 43.7283665993)}"," (-79.4865898374, 43.7283665993)"
2008-12-12 4:22:46 AM,PLEASANT HOME BLVD / VICTORY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4844993953, 43.7281069642)}"," (-79.4844993953, 43.7281069642)"
2008-12-12 4:22:46 AM,KEELE ST / PAXTONIA BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4826456379, 43.729060901)}"," (-79.4826456379, 43.729060901)"
2008-12-12 4:22:46 AM,KEELE ST / VICTORY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4825276504, 43.7285627456)}"," (-79.4825276504, 43.7285627456)"
2008-12-12 4:22:46 AM,KEELE ST / TILBURY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4829793147, 43.7303432132)}"," (-79.4829793147, 43.7303432132)"
2008-12-12 4:22:46 AM,KEELE ST / WANDLE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4831676916, 43.7311526051)}"," (-79.4831676916, 43.7311526051)"
2008-12-12 4:22:46 AM,TILBURY DR / PICTON CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4812355345, 43.7308525812)}"," (-79.4812355345, 43.7308525812)"
2008-12-12 4:22:46 AM,HAWKSDALE RD / PAXTONIA BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4797061484, 43.7297157879)}"," (-79.4797061484, 43.7297157879)"
2008-12-12 4:22:46 AM,WILSON AVE / CORNELIUS PKWY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.47707585, 43.7282961196)}"," (-79.47707585, 43.7282961196)"
2008-12-12 4:22:46 AM,WILSON AVE / DUBRAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4777493451, 43.7281633495)}"," (-79.4777493451, 43.7281633495)"
2008-12-12 4:22:46 AM,WILSON AVE / INGLESIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.478501937, 43.7279765018)}"," (-79.478501937, 43.7279765018)"
2008-12-12 4:22:46 AM,GRAHAM RD / INGLESIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4778232348, 43.7251083967)}"," (-79.4778232348, 43.7251083967)"
2008-12-12 4:22:46 AM,WILSON AVE / KEELE ST,MJRSL,MAJOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4820697367, 43.7266423863)}"," (-79.4820697367, 43.7266423863)"
2008-12-12 4:22:46 AM,WILSON AVE / PLEASANT HOME BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4837018988, 43.7262809068)}"," (-79.4837018988, 43.7262809068)"
