DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,LOMA RD / COCHRANE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5091092882, 43.6270362595)}"," (-79.5091092882, 43.6270362595)"
2008-12-12 4:22:46 AM,ASHMORE AVE / ATHOL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5107370191, 43.6280106635)}"," (-79.5107370191, 43.6280106635)"
2008-12-12 4:22:46 AM,CHARTWELL RD / ATHOL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5119173521, 43.6277576973)}"," (-79.5119173521, 43.6277576973)"
2008-12-12 4:22:46 AM,ATHOL AVE / PARKER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5141508495, 43.6272555968)}"," (-79.5141508495, 43.6272555968)"
2008-12-12 4:22:46 AM,LADY BANK RD / ATHOL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5130375653, 43.6275184439)}"," (-79.5130375653, 43.6275184439)"
2008-12-12 4:22:46 AM,ATHOL AVE / ROTHSAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5151255215, 43.6270388083)}"," (-79.5151255215, 43.6270388083)"
2008-12-12 4:22:46 AM,ABERLADY RD / AMBLESIDE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5155536505, 43.6296588322)}"," (-79.5155536505, 43.6296588322)"
2008-12-12 4:22:46 AM,CHARTWELL RD / AMBLESIDE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5131415741, 43.6302101463)}"," (-79.5131415741, 43.6302101463)"
2008-12-12 4:22:46 AM,CHARTWELL RD / YORKVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5128247566, 43.6294253507)}"," (-79.5128247566, 43.6294253507)"
2008-12-12 4:22:46 AM,CHARTWELL RD / EDGECROFT RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5124488547, 43.628546163)}"," (-79.5124488547, 43.628546163)"
2008-12-12 4:22:46 AM,LOMA RD / ATHOL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.509636828, 43.6282656631)}"," (-79.509636828, 43.6282656631)"
2008-12-12 4:22:46 AM,EDGECROFT RD / UNO DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5089640595, 43.629305361)}"," (-79.5089640595, 43.629305361)"
2008-12-12 4:22:46 AM,LOMA RD / EDGECROFT RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5099888583, 43.6290783689)}"," (-79.5099888583, 43.6290783689)"
2008-12-12 4:22:46 AM,AMBLESIDE AVE / UNO DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5096664456, 43.6309767185)}"," (-79.5096664456, 43.6309767185)"
2008-12-12 4:22:46 AM,CASTLEBAR RD / UNO DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5099568237, 43.6317004324)}"," (-79.5099568237, 43.6317004324)"
2008-12-12 4:22:46 AM,CHARTWELL RD / ELFORD BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5141470019, 43.6322486434)}"," (-79.5141470019, 43.6322486434)"
2008-12-12 4:22:46 AM,CHARTWELL RD / CASTLEBAR RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.51343773, 43.6309433113)}"," (-79.51343773, 43.6309433113)"
2008-12-12 4:22:46 AM,ELFORD BLVD / VELMA DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.51627992, 43.6317503487)}"," (-79.51627992, 43.6317503487)"
2008-12-21 1:06:55 AM,ISLINGTON AVE / TITAN RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5177629102, 43.6308766508)}"," (-79.5177629102, 43.6308766508)"
2008-12-12 4:22:46 AM,ISLINGTON AVE / TITAN RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5177629102, 43.6308766508)}"," (-79.5177629102, 43.6308766508)"
2008-12-12 4:22:46 AM,ISLINGTON AVE / ELFORD BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5179269298, 43.631308404)}"," (-79.5179269298, 43.631308404)"
2008-12-12 4:22:46 AM,ISLINGTON AVE / ABERLADY RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.517421823, 43.6300362613)}"," (-79.517421823, 43.6300362613)"
2008-12-12 4:22:46 AM,ISLINGTON AVE / AMBLESIDE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5171270546, 43.6293255557)}"," (-79.5171270546, 43.6293255557)"
2008-12-12 4:22:46 AM,ISLINGTON AVE / JUTLAND RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5169865557, 43.6289440616)}"," (-79.5169865557, 43.6289440616)"
2008-12-12 4:22:46 AM,KIPLING AVE / NORSEMAN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5310690067, 43.6314831582)}"," (-79.5310690067, 43.6314831582)"
2008-12-12 4:22:46 AM,JUTLAND RD / GOODRICH RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5247037008, 43.6271882642)}"," (-79.5247037008, 43.6271882642)"
2008-12-12 4:22:46 AM,LANOR AVE / NORTH CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5377592024, 43.6105806498)}"," (-79.5377592024, 43.6105806498)"
2008-12-12 4:22:46 AM,LANOR AVE / GAMMA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5399839586, 43.6100985422)}"," (-79.5399839586, 43.6100985422)"
2008-12-12 4:22:46 AM,EVANS AVE / DELTA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5398826604, 43.6127242296)}"," (-79.5398826604, 43.6127242296)"
2008-12-12 4:22:46 AM,EVANS AVE / NORTH CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5387887832, 43.6129832708)}"," (-79.5387887832, 43.6129832708)"
2008-12-12 4:22:46 AM,LANOR AVE / TREEVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5353041087, 43.6111257594)}"," (-79.5353041087, 43.6111257594)"
2008-12-12 4:22:46 AM,PAULA BLVD / LANOR AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5340875427, 43.6114251289)}"," (-79.5340875427, 43.6114251289)"
2008-12-12 4:22:46 AM,EVANS AVE / PAULA BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5350839043, 43.6138126884)}"," (-79.5350839043, 43.6138126884)"
2008-12-12 4:22:46 AM,EVANS AVE / DIESEL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5348664569, 43.6138642161)}"," (-79.5348664569, 43.6138642161)"
2008-12-12 4:22:46 AM,EVANS AVE / BELLMAN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5333091289, 43.6142007664)}"," (-79.5333091289, 43.6142007664)"
2008-12-21 1:06:55 AM,BROCKHOUSE RD / BESTOBELL RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5410830087, 43.6145022509)}"," (-79.5410830087, 43.6145022509)"
2008-12-12 4:22:46 AM,BROCKHOUSE RD / BESTOBELL RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.5410830087, 43.6145022509)}"," (-79.5410830087, 43.6145022509)"
2008-12-12 4:22:46 AM,EVANS AVE / BETA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5421024551, 43.6122156005)}"," (-79.5421024551, 43.6122156005)"
2008-12-12 4:22:46 AM,EVANS LANE / BETA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5419437312, 43.6118415057)}"," (-79.5419437312, 43.6118415057)"
2008-12-12 4:22:46 AM,EVANS AVE / THE EAST MALL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5438062785, 43.6118290603)}"," (-79.5438062785, 43.6118290603)"
2008-12-12 4:22:46 AM,EVANS AVE / SHELDON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5457269852, 43.6113691456)}"," (-79.5457269852, 43.6113691456)"
2008-12-12 4:22:46 AM,EVANS AVE / EVANS W 427 C N RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5465033788, 43.6111976524)}"," (-79.5465033788, 43.6111976524)"
2008-12-12 4:22:46 AM,BROWNS LI N EVANS RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5474811198, 43.6119422442)}"," (-79.5474811198, 43.6119422442)"
2008-12-12 4:22:46 AM,TIDESWELL BLVD / HUXTABLE LANE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1545854776, 43.7968405105)}"," (-79.1545854776, 43.7968405105)"
2008-12-12 4:22:46 AM,MUSKOKA AVE / THIRTY FIFTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5342998443, 43.5910591929)}"," (-79.5342998443, 43.5910591929)"
2008-12-12 4:22:46 AM,PARK BLVD / THIRTY FIFTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5339147378, 43.5901289173)}"," (-79.5339147378, 43.5901289173)"
2008-12-12 4:22:46 AM,PARK BLVD / THIRTY SIXTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5353102726, 43.5898095642)}"," (-79.5353102726, 43.5898095642)"
2008-12-12 4:22:46 AM,THIRTY SIXTH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5360246742, 43.591427938)}"," (-79.5360246742, 43.591427938)"
2008-12-12 4:22:46 AM,THIRTY EIGHTH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5384160628, 43.5908666299)}"," (-79.5384160628, 43.5908666299)"
2008-12-12 4:22:46 AM,THIRTY SEVENTH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5372015118, 43.5911560863)}"," (-79.5372015118, 43.5911560863)"
2008-12-12 4:22:46 AM,THIRTY NINTH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5396013733, 43.5905742633)}"," (-79.5396013733, 43.5905742633)"
2008-12-12 4:22:46 AM,FORTIETH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.540747292, 43.5903208206)}"," (-79.540747292, 43.5903208206)"
2008-12-12 4:22:46 AM,FORTIETH ST / JAMES ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5406600149, 43.5901285806)}"," (-79.5406600149, 43.5901285806)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / THIRTY SEVENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.538180812, 43.5933968372)}"," (-79.538180812, 43.5933968372)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / THIRTY NINTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5406013534, 43.5928401546)}"," (-79.5406013534, 43.5928401546)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / THIRTY FIFTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5356086302, 43.5939888646)}"," (-79.5356086302, 43.5939888646)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / LONG BRANCH AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5340162073, 43.5943613344)}"," (-79.5340162073, 43.5943613344)"
2008-12-12 4:22:46 AM,AKRON RD / CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.533079392, 43.5998362434)}"," (-79.533079392, 43.5998362434)"
2008-12-12 4:22:46 AM,ALHENA AVE / CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5341068748, 43.6020739334)}"," (-79.5341068748, 43.6020739334)"
2008-12-12 4:22:46 AM,ALDERBRAE AVE / HORNER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5408166093, 43.602693509)}"," (-79.5408166093, 43.602693509)"
2008-12-12 4:22:46 AM,ALDERCREST RD / HORNER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5397106604, 43.6029421221)}"," (-79.5397106604, 43.6029421221)"
2008-12-12 4:22:46 AM,HORNER AVE / GAMMA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5371354246, 43.6035153079)}"," (-79.5371354246, 43.6035153079)"
2008-12-12 4:22:46 AM,HORNER AVE / BETA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5385396084, 43.6032083983)}"," (-79.5385396084, 43.6032083983)"
2008-12-12 4:22:46 AM,RIMILTON AVE / BETA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5394573445, 43.6053781869)}"," (-79.5394573445, 43.6053781869)"
2008-12-12 4:22:46 AM,RIMILTON AVE / DELTA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5370764005, 43.6059147221)}"," (-79.5370764005, 43.6059147221)"
2008-12-12 4:22:46 AM,RIMILTON AVE / GAMMA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5382674151, 43.6056439537)}"," (-79.5382674151, 43.6056439537)"
2008-12-12 4:22:46 AM,RIMILTON AVE / NORTH CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5359223357, 43.6061792286)}"," (-79.5359223357, 43.6061792286)"
2008-12-12 4:22:46 AM,RIMILTON AVE / THIRTIETH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5346922721, 43.6064589499)}"," (-79.5346922721, 43.6064589499)"
2008-12-12 4:22:46 AM,RIMILTON AVE / TREEVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5334850269, 43.6067153645)}"," (-79.5334850269, 43.6067153645)"
2008-12-12 4:22:46 AM,HORNER AVE / THIRTIETH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.533738569, 43.6042649741)}"," (-79.533738569, 43.6042649741)"
2008-12-12 4:22:46 AM,HORNER AVE / DELTA ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5361747041, 43.6037374563)}"," (-79.5361747041, 43.6037374563)"
2008-12-12 4:22:46 AM,HORNER AVE / CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5349596058, 43.6039964005)}"," (-79.5349596058, 43.6039964005)"
2008-12-12 4:22:46 AM,HORNER AVE / TREEVIEW DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5325492768, 43.6045469828)}"," (-79.5325492768, 43.6045469828)"
2008-12-12 4:22:46 AM,HORNER AVE / EDILOU DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5313289148, 43.6048213274)}"," (-79.5313289148, 43.6048213274)"
2008-12-12 4:22:46 AM,CONNORVALE AVE / HORNER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.528941149, 43.6053670115)}"," (-79.528941149, 43.6053670115)"
2008-12-12 4:22:46 AM,BELVIA RD / HORNER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5285515528, 43.6054388689)}"," (-79.5285515528, 43.6054388689)"
2008-12-12 4:22:46 AM,HORNER AVE / FIMA CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5266792485, 43.6058629196)}"," (-79.5266792485, 43.6058629196)"
2008-12-12 4:22:46 AM,CARNATION AVE / TWENTY SIXTH ST / LABURNHAM PARK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5262343909, 43.6006722636)}"," (-79.5262343909, 43.6006722636)"
2008-12-12 4:22:46 AM,BELVIA RD / FIMA CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5269686994, 43.6023842473)}"," (-79.5269686994, 43.6023842473)"
2008-12-12 4:22:46 AM,STAFFORDSHIRE PL / CARSON ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5327869345, 43.5991377708)}"," (-79.5327869345, 43.5991377708)"
2008-12-12 4:22:46 AM,LABURNHAM AVE / TWENTY NINTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5300335011, 43.5988731648)}"," (-79.5300335011, 43.5988731648)"
2008-12-12 4:22:46 AM,LABURNHAM AVE / EVERGREEN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5270360282, 43.5995786988)}"," (-79.5270360282, 43.5995786988)"
2008-12-12 4:22:46 AM,LABURNHAM AVE / TWENTY SIXTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5258753657, 43.5998461932)}"," (-79.5258753657, 43.5998461932)"
2008-12-12 4:22:46 AM,ELDER AVE / TWENTY SIXTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5255175867, 43.5990151255)}"," (-79.5255175867, 43.5990151255)"
2008-12-12 4:22:46 AM,DAISY AVE / TWENTY SIXTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5251418014, 43.5981962664)}"," (-79.5251418014, 43.5981962664)"
2008-12-12 4:22:46 AM,DAISY AVE / TWENTY FOURTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5231821319, 43.5986594178)}"," (-79.5231821319, 43.5986594178)"
2008-12-12 4:22:46 AM,BIRMINGHAM ST / TWENTY FIRST ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5212629078, 43.5999609043)}"," (-79.5212629078, 43.5999609043)"
2008-12-12 4:22:46 AM,ELDER AVE / TWENTY FOURTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5235180146, 43.5994892192)}"," (-79.5235180146, 43.5994892192)"
2008-12-12 4:22:46 AM,LABURNHAM AVE / TWENTY FOURTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5238495783, 43.6003366632)}"," (-79.5238495783, 43.6003366632)"
2008-12-12 4:22:46 AM,WHITLAM AVE / TWENTY SECOND ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5234347021, 43.6022562698)}"," (-79.5234347021, 43.6022562698)"
2008-12-12 4:22:46 AM,NINETEENTH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5190836718, 43.6004413267)}"," (-79.5190836718, 43.6004413267)"
2008-12-12 4:22:46 AM,SEVENTEENTH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5170613209, 43.6009101263)}"," (-79.5170613209, 43.6009101263)"
2008-12-12 4:22:46 AM,KIPLING AVE / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.518023601, 43.6006826293)}"," (-79.518023601, 43.6006826293)"
2008-12-12 4:22:46 AM,TWENTIETH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5201994794, 43.600184765)}"," (-79.5201994794, 43.600184765)"
2008-12-12 4:22:46 AM,KIPLING AVE / LAKE SHORE BLVD W / COLONEL SAMUEL SMITH PARK DR,MJRSL,MAJOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5169503083, 43.5981982425)}"," (-79.5169503083, 43.5981982425)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / SEVENTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5160263262, 43.5983884412)}"," (-79.5160263262, 43.5983884412)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / SIXTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5150601065, 43.5985954708)}"," (-79.5150601065, 43.5985954708)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / FIFTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5139478077, 43.5988347532)}"," (-79.5139478077, 43.5988347532)"
2008-12-12 4:22:46 AM,JACKSON RD / TWELFTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5103468629, 43.5983368069)}"," (-79.5103468629, 43.5983368069)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / ELEVENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5097111696, 43.5997910907)}"," (-79.5097111696, 43.5997910907)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / TENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5086328134, 43.6000173205)}"," (-79.5086328134, 43.6000173205)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / TENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5086479737, 43.6000142678)}"," (-79.5086479737, 43.6000142678)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / TWELFTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5107747886, 43.5995539245)}"," (-79.5107747886, 43.5995539245)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / THIRTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5118497471, 43.5993273058)}"," (-79.5118497471, 43.5993273058)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / THIRTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5118618725, 43.5993247482)}"," (-79.5118618725, 43.5993247482)"
2008-12-12 4:22:46 AM,TWELFTH ST / THIRTEENTH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5111386565, 43.6004327183)}"," (-79.5111386565, 43.6004327183)"
2008-12-12 4:22:46 AM,TENTH ST / COIN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5086702704, 43.6009737836)}"," (-79.5086702704, 43.6009737836)"
2008-12-12 4:22:46 AM,ETTA WYLIE RD / ELSINORE PATH / BRADHAM PATH,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5097992759, 43.6017208029)}"," (-79.5097992759, 43.6017208029)"
2008-12-12 4:22:46 AM,ETTA WYLIE RD / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5100894638, 43.6024361849)}"," (-79.5100894638, 43.6024361849)"
2008-12-12 4:22:46 AM,ELSINORE PATH / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5107680428, 43.6022883464)}"," (-79.5107680428, 43.6022883464)"
2008-12-12 4:22:46 AM,FOURTEENTH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5139175268, 43.6015875505)}"," (-79.5139175268, 43.6015875505)"
2008-12-12 4:22:46 AM,THIRTEENTH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5128302538, 43.6018390608)}"," (-79.5128302538, 43.6018390608)"
2008-12-12 4:22:46 AM,FIFTEENTH ST / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5149883104, 43.6013599938)}"," (-79.5149883104, 43.6013599938)"
2008-12-12 4:22:46 AM,BRADHAM PATH / BIRMINGHAM ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.509398173, 43.6025867838)}"," (-79.509398173, 43.6025867838)"
2008-12-12 4:22:46 AM,NINTH ST / BIRMINGHAM ST / EIGHTH STREET PARK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5086724818, 43.6027448884)}"," (-79.5086724818, 43.6027448884)"
2008-12-12 4:22:46 AM,EIGHTH ST / NEW TORONTO ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5088289369, 43.6062873187)}"," (-79.5088289369, 43.6062873187)"
2008-12-12 4:22:46 AM,KIPLING AVE / TOWNS RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5202021494, 43.6059063473)}"," (-79.5202021494, 43.6059063473)"
2008-12-12 4:22:46 AM,SIXTEENTH ST / NEW TORONTO ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5174523262, 43.6043953516)}"," (-79.5174523262, 43.6043953516)"
2008-12-12 4:22:46 AM,SEVENTEENTH ST / NEW TORONTO ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.51841406, 43.6041892929)}"," (-79.51841406, 43.6041892929)"
2008-12-12 4:22:46 AM,KIPLING AVE / NEW TORONTO ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5193582929, 43.6039714552)}"," (-79.5193582929, 43.6039714552)"
2008-12-12 4:22:46 AM,HORNER AVE / TUPPER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5217990488, 43.6069719764)}"," (-79.5217990488, 43.6069719764)"
